ID2,X,Year,Measurement.date,Unit.x,Plot.x,Species.x,Number,Health,Condition,HT.cm,RCD.mm,Notes,ID3,ID.x,ID4,HT.cm.initial,RCD.mm.initial,Soil,Slash,VSMxtree,Planting.date,MT,Treatment,SGgw,Time.months,Biomass.g,Biomass.initial.g,RG.g.month,survival,bi.cond,placeholder,MYC,ID_new.x,Unit.y,Species.y,myc.legacy.type,myc.species.type,Plot.y,Num.,Tag.ID,Prox,plot,Position,N15.corrected,Location,ID.y,REALGrowth,myc.species..type,Survival,Moisture,leg_pos,ID_new.y,growth_prcnt_chnge,prcnt_chnge_growth,PCG,myc_pos
10.5.ACRU.12,1297,2022,9/12/2022,10,5,ACRU,12,L,H2,102,13.9,,2022.10.5.ACRU.12,10.5,2022.10.5.ACRU,24.5,5.2,U,0,33.4,5/17/2021,AM,Cut,0.49,16.1,101.072788,3.397639093,6.066779438,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,12,10_5 ACRU_12,Edge,5,Edge,1.026485131,10_5,10_5.Edge.ACRU,16.9651096,AM,1,33.4,AM Edge,10.5.ACRU.12,0,0,316.3265306,AM Edge
10.5.ACRU.12,1297,2022,9/12/2022,10,5,ACRU,12,L,H2,102,13.9,,2022.10.5.ACRU.12,10.5,2022.10.5.ACRU,24.5,5.2,U,0,33.4,5/17/2021,AM,Cut,0.49,16.1,101.072788,3.397639093,6.066779438,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,12,10_5 ACRU_12,Edge,5,Center,2.293890203,10_5,10_5.Center.ACRU,4.932514466,AM,1,33.4,AM Center,10.5.ACRU.12,0,0,316.3265306,AM Center
10.5.ACRU.13,13,2021,8/23/2021,10,5,ACRU,13,L,HI1 TD,14,2.1,,2021.10.5.ACRU.13,10.5,2021.10.5.ACRU,22,5.1,U,1,18.1,5/17/2021,AM,Cut,0.49,3.266666667,0.31664388,2.93472564,-0.8014536,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,13,10_5 ACRU_13,Edge,5,Edge,1.026485131,10_5,10_5.Edge.ACRU,16.9651096,AM,1,18.1,AM Edge,10.5.ACRU.13,0,0,-36.36363636,AM Edge
10.5.ACRU.13,13,2021,8/23/2021,10,5,ACRU,13,L,HI1 TD,14,2.1,,2021.10.5.ACRU.13,10.5,2021.10.5.ACRU,22,5.1,U,1,18.1,5/17/2021,AM,Cut,0.49,3.266666667,0.31664388,2.93472564,-0.8014536,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,13,10_5 ACRU_13,Edge,5,Center,2.293890203,10_5,10_5.Center.ACRU,4.932514466,AM,1,18.1,AM Center,10.5.ACRU.13,0,0,-36.36363636,AM Center
10.5.ACRU.13,1298,2022,9/12/2022,10,5,ACRU,13,L,H1,43,8.4,,2022.10.5.ACRU.13,10.5,2022.10.5.ACRU,22,5.1,U,1,18.1,5/17/2021,AM,Cut,0.49,16.1,15.56078496,2.93472564,0.784227287,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,13,10_5 ACRU_13,Edge,5,Edge,1.026485131,10_5,10_5.Edge.ACRU,16.9651096,AM,1,18.1,AM Edge,10.5.ACRU.13,0,0,95.45454545,AM Edge
10.5.ACRU.13,1298,2022,9/12/2022,10,5,ACRU,13,L,H1,43,8.4,,2022.10.5.ACRU.13,10.5,2022.10.5.ACRU,22,5.1,U,1,18.1,5/17/2021,AM,Cut,0.49,16.1,15.56078496,2.93472564,0.784227287,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,13,10_5 ACRU_13,Edge,5,Center,2.293890203,10_5,10_5.Center.ACRU,4.932514466,AM,1,18.1,AM Center,10.5.ACRU.13,0,0,95.45454545,AM Center
10.5.ACRU.14,1299,2022,9/12/2022,10,5,ACRU,14,L,H1,56,10.3,,2022.10.5.ACRU.14,10.5,2022.10.5.ACRU,23,4.9,U,0,12.2,5/17/2021,AM,Cut,0.49,16.1,30.46961381,2.832203593,1.71660933,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,14,10_5 ACRU_14,Edge,5,Center,2.293890203,10_5,10_5.Center.ACRU,4.932514466,AM,1,12.2,AM Center,10.5.ACRU.14,0,0,143.4782609,AM Center
10.5.ACRU.14,1299,2022,9/12/2022,10,5,ACRU,14,L,H1,56,10.3,,2022.10.5.ACRU.14,10.5,2022.10.5.ACRU,23,4.9,U,0,12.2,5/17/2021,AM,Cut,0.49,16.1,30.46961381,2.832203593,1.71660933,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,14,10_5 ACRU_14,Edge,5,Edge,1.026485131,10_5,10_5.Edge.ACRU,16.9651096,AM,1,12.2,AM Edge,10.5.ACRU.14,0,0,143.4782609,AM Edge
10.5.ACRU.14,14,2021,8/23/2021,10,5,ACRU,14,L,0,36,5.2,,2021.10.5.ACRU.14,10.5,2021.10.5.ACRU,23,4.9,U,0,12.2,5/17/2021,AM,Cut,0.49,3.266666667,4.99244928,2.832203593,0.6612997,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,14,10_5 ACRU_14,Edge,5,Center,2.293890203,10_5,10_5.Center.ACRU,4.932514466,AM,1,12.2,AM Center,10.5.ACRU.14,0,0,56.52173913,AM Center
10.5.ACRU.14,14,2021,8/23/2021,10,5,ACRU,14,L,0,36,5.2,,2021.10.5.ACRU.14,10.5,2021.10.5.ACRU,23,4.9,U,0,12.2,5/17/2021,AM,Cut,0.49,3.266666667,4.99244928,2.832203593,0.6612997,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,14,10_5 ACRU_14,Edge,5,Edge,1.026485131,10_5,10_5.Edge.ACRU,16.9651096,AM,1,12.2,AM Edge,10.5.ACRU.14,0,0,56.52173913,AM Edge
10.5.ACRU.15,1300,2022,9/12/2022,10,5,ACRU,15,L,H2,50,7.5,,2022.10.5.ACRU.15,10.5,2022.10.5.ACRU,22.5,5.8,S,0,19.4,5/17/2021,AM,Cut,0.49,16.1,14.424375,3.8818878,0.65481287,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,15,10_5 ACRU_15,Edge,5,Edge,1.026485131,10_5,10_5.Edge.ACRU,16.9651096,AM,1,19.4,AM Edge,10.5.ACRU.15,0,0,122.2222222,AM Edge
10.5.ACRU.15,1300,2022,9/12/2022,10,5,ACRU,15,L,H2,50,7.5,,2022.10.5.ACRU.15,10.5,2022.10.5.ACRU,22.5,5.8,S,0,19.4,5/17/2021,AM,Cut,0.49,16.1,14.424375,3.8818878,0.65481287,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,15,10_5 ACRU_15,Edge,5,Center,2.293890203,10_5,10_5.Center.ACRU,4.932514466,AM,1,19.4,AM Center,10.5.ACRU.15,0,0,122.2222222,AM Center
10.5.ACRU.15,15,2021,8/23/2021,10,5,ACRU,15,L,0,35.5,6.8,,2021.10.5.ACRU.15,10.5,2021.10.5.ACRU,22.5,5.8,S,0,19.4,5/17/2021,AM,Cut,0.49,3.266666667,8.418808907,3.8818878,1.3888534,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,15,10_5 ACRU_15,Edge,5,Edge,1.026485131,10_5,10_5.Edge.ACRU,16.9651096,AM,1,19.4,AM Edge,10.5.ACRU.15,0,0,57.77777778,AM Edge
10.5.ACRU.15,15,2021,8/23/2021,10,5,ACRU,15,L,0,35.5,6.8,,2021.10.5.ACRU.15,10.5,2021.10.5.ACRU,22.5,5.8,S,0,19.4,5/17/2021,AM,Cut,0.49,3.266666667,8.418808907,3.8818878,1.3888534,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,15,10_5 ACRU_15,Edge,5,Center,2.293890203,10_5,10_5.Center.ACRU,4.932514466,AM,1,19.4,AM Center,10.5.ACRU.15,0,0,57.77777778,AM Center
10.5.ACRU.16,1301,2022,9/12/2022,10,5,ACRU,16,L,H1,80,10,,2022.10.5.ACRU.16,10.5,2022.10.5.ACRU,28,5.3,S,0,18.7,5/17/2021,AM,Cut,0.49,16.1,41.02933333,4.033798907,2.297859281,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,16,10_5 ACRU_16,Edge,5,Center,2.293890203,10_5,10_5.Center.ACRU,4.932514466,AM,1,18.7,AM Center,10.5.ACRU.16,0,0,185.7142857,AM Center
10.5.ACRU.16,1301,2022,9/12/2022,10,5,ACRU,16,L,H1,80,10,,2022.10.5.ACRU.16,10.5,2022.10.5.ACRU,28,5.3,S,0,18.7,5/17/2021,AM,Cut,0.49,16.1,41.02933333,4.033798907,2.297859281,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,16,10_5 ACRU_16,Edge,5,Edge,1.026485131,10_5,10_5.Edge.ACRU,16.9651096,AM,1,18.7,AM Edge,10.5.ACRU.16,0,0,185.7142857,AM Edge
10.5.ACRU.16,16,2021,8/23/2021,10,5,ACRU,16,L,HI1 ,38.5,6.7,,2021.10.5.ACRU.16,10.5,2021.10.5.ACRU,28,5.3,S,0,18.7,5/17/2021,AM,Cut,0.49,3.266666667,8.863695097,4.033798907,1.47853965,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,16,10_5 ACRU_16,Edge,5,Center,2.293890203,10_5,10_5.Center.ACRU,4.932514466,AM,1,18.7,AM Center,10.5.ACRU.16,0,0,37.5,AM Center
10.5.ACRU.16,16,2021,8/23/2021,10,5,ACRU,16,L,HI1 ,38.5,6.7,,2021.10.5.ACRU.16,10.5,2021.10.5.ACRU,28,5.3,S,0,18.7,5/17/2021,AM,Cut,0.49,3.266666667,8.863695097,4.033798907,1.47853965,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,16,10_5 ACRU_16,Edge,5,Edge,1.026485131,10_5,10_5.Edge.ACRU,16.9651096,AM,1,18.7,AM Edge,10.5.ACRU.16,0,0,37.5,AM Edge
10.5.ACRU.17,17,2021,8/23/2021,10,5,ACRU,17,L,HI2 ,29.5,5.8,,2021.10.5.ACRU.17,10.5,2021.10.5.ACRU,26,5.4,U,1,29,5/17/2021,AM,Cut,0.49,3.266666667,5.089586227,3.88834992,0.3677254,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,17,10_5 ACRU_17,Center,5,Center,2.293890203,10_5,10_5.Center.ACRU,4.932514466,AM,1,29,AM Center,10.5.ACRU.17,0,0,13.46153846,AM Center
10.5.ACRU.17,17,2021,8/23/2021,10,5,ACRU,17,L,HI2 ,29.5,5.8,,2021.10.5.ACRU.17,10.5,2021.10.5.ACRU,26,5.4,U,1,29,5/17/2021,AM,Cut,0.49,3.266666667,5.089586227,3.88834992,0.3677254,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,17,10_5 ACRU_17,Center,5,Edge,1.026485131,10_5,10_5.Edge.ACRU,16.9651096,AM,1,29,AM Edge,10.5.ACRU.17,0,0,13.46153846,AM Edge
10.5.ACRU.17,1302,2022,9/12/2022,10,5,ACRU,17,L,,47,7.4,,2022.10.5.ACRU.17,10.5,2022.10.5.ACRU,26,5.4,U,1,29,5/17/2021,AM,Cut,0.49,16.1,13.19975197,3.88834992,0.578347954,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,17,10_5 ACRU_17,Center,5,Center,2.293890203,10_5,10_5.Center.ACRU,4.932514466,AM,1,29,AM Center,10.5.ACRU.17,0,0,80.76923077,AM Center
10.5.ACRU.17,1302,2022,9/12/2022,10,5,ACRU,17,L,,47,7.4,,2022.10.5.ACRU.17,10.5,2022.10.5.ACRU,26,5.4,U,1,29,5/17/2021,AM,Cut,0.49,16.1,13.19975197,3.88834992,0.578347954,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,17,10_5 ACRU_17,Center,5,Edge,1.026485131,10_5,10_5.Edge.ACRU,16.9651096,AM,1,29,AM Edge,10.5.ACRU.17,0,0,80.76923077,AM Edge
10.5.ACRU.18,1303,2022,9/12/2022,10,5,ACRU,18,L,H1,76.5,9.3,,2022.10.5.ACRU.18,10.5,2022.10.5.ACRU,24.5,4.8,U,0,28,5/17/2021,AM,Cut,0.49,16.1,33.93374607,2.89502976,1.927870578,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,18,10_5 ACRU_18,Center,5,Center,2.293890203,10_5,10_5.Center.ACRU,4.932514466,AM,1,28,AM Center,10.5.ACRU.18,0,0,212.244898,AM Center
10.5.ACRU.18,1303,2022,9/12/2022,10,5,ACRU,18,L,H1,76.5,9.3,,2022.10.5.ACRU.18,10.5,2022.10.5.ACRU,24.5,4.8,U,0,28,5/17/2021,AM,Cut,0.49,16.1,33.93374607,2.89502976,1.927870578,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,18,10_5 ACRU_18,Center,5,Edge,1.026485131,10_5,10_5.Edge.ACRU,16.9651096,AM,1,28,AM Edge,10.5.ACRU.18,0,0,212.244898,AM Edge
10.5.ACRU.18,18,2021,8/23/2021,10,5,ACRU,18,L,0,28,5.5,,2021.10.5.ACRU.18,10.5,2021.10.5.ACRU,24.5,4.8,U,0,28,5/17/2021,AM,Cut,0.49,3.266666667,4.343980667,2.89502976,0.4435564,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,18,10_5 ACRU_18,Center,5,Center,2.293890203,10_5,10_5.Center.ACRU,4.932514466,AM,1,28,AM Center,10.5.ACRU.18,0,0,14.28571429,AM Center
10.5.ACRU.18,18,2021,8/23/2021,10,5,ACRU,18,L,0,28,5.5,,2021.10.5.ACRU.18,10.5,2021.10.5.ACRU,24.5,4.8,U,0,28,5/17/2021,AM,Cut,0.49,3.266666667,4.343980667,2.89502976,0.4435564,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,18,10_5 ACRU_18,Center,5,Edge,1.026485131,10_5,10_5.Edge.ACRU,16.9651096,AM,1,28,AM Edge,10.5.ACRU.18,0,0,14.28571429,AM Edge
10.5.ACRU.19,1304,2022,9/12/2022,10,5,ACRU,19,L,H1,122,9.4,,2022.10.5.ACRU.19,10.5,2022.10.5.ACRU,30,5.2,U,0,20,5/17/2021,AM,Cut,0.49,16.1,55.28661637,4.1603744,3.17554298,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,19,10_5 ACRU_19,Edge,5,Center,2.293890203,10_5,10_5.Center.ACRU,4.932514466,AM,1,20,AM Center,10.5.ACRU.19,0,0,306.6666667,AM Center
10.5.ACRU.19,1304,2022,9/12/2022,10,5,ACRU,19,L,H1,122,9.4,,2022.10.5.ACRU.19,10.5,2022.10.5.ACRU,30,5.2,U,0,20,5/17/2021,AM,Cut,0.49,16.1,55.28661637,4.1603744,3.17554298,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,19,10_5 ACRU_19,Edge,5,Edge,1.026485131,10_5,10_5.Edge.ACRU,16.9651096,AM,1,20,AM Edge,10.5.ACRU.19,0,0,306.6666667,AM Edge
10.5.ACRU.19,19,2021,8/23/2021,10,5,ACRU,19,L,HI2 ,48,6.8,,2021.10.5.ACRU.19,10.5,2021.10.5.ACRU,30,5.2,U,0,20,5/17/2021,AM,Cut,0.49,3.266666667,11.38317824,4.1603744,2.2110624,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,19,10_5 ACRU_19,Edge,5,Center,2.293890203,10_5,10_5.Center.ACRU,4.932514466,AM,1,20,AM Center,10.5.ACRU.19,0,0,60,AM Center
10.5.ACRU.19,19,2021,8/23/2021,10,5,ACRU,19,L,HI2 ,48,6.8,,2021.10.5.ACRU.19,10.5,2021.10.5.ACRU,30,5.2,U,0,20,5/17/2021,AM,Cut,0.49,3.266666667,11.38317824,4.1603744,2.2110624,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,19,10_5 ACRU_19,Edge,5,Edge,1.026485131,10_5,10_5.Edge.ACRU,16.9651096,AM,1,20,AM Edge,10.5.ACRU.19,0,0,60,AM Edge
10.5.ACRU.2,2,2021,8/23/2021,10,5,ACRU,2,D, ,NA,NA,,2021.10.5.ACRU.2,10.5,2021.10.5.ACRU,24.5,4.9,U,0,27.1,5/17/2021,AM,Cut,0.49,3.266666667,NA,3.016912523,NA,0,0,1,AM.s,___________,10,ACRU,AM,AM,5,2,10_5 ACRU_2,Center,5,Center,2.293890203,10_5,10_5.Center.ACRU,4.932514466,AM,0,27.1,AM Center,10.5.ACRU.2,0,0,NA,AM Center
10.5.ACRU.2,2,2021,8/23/2021,10,5,ACRU,2,D, ,NA,NA,,2021.10.5.ACRU.2,10.5,2021.10.5.ACRU,24.5,4.9,U,0,27.1,5/17/2021,AM,Cut,0.49,3.266666667,NA,3.016912523,NA,0,0,1,AM.s,___________,10,ACRU,AM,AM,5,2,10_5 ACRU_2,Center,5,Edge,1.026485131,10_5,10_5.Edge.ACRU,16.9651096,AM,0,27.1,AM Edge,10.5.ACRU.2,0,0,NA,AM Edge
10.5.ACRU.2,1287,2022,9/12/2022,10,5,ACRU,2,D,,NA,NA,Removed,2022.10.5.ACRU.2,10.5,2022.10.5.ACRU,24.5,4.9,U,0,27.1,5/17/2021,AM,Cut,0.49,16.1,NA,3.016912523,NA,0,0,1,AM.s,___________,10,ACRU,AM,AM,5,2,10_5 ACRU_2,Center,5,Center,2.293890203,10_5,10_5.Center.ACRU,4.932514466,AM,0,27.1,AM Center,10.5.ACRU.2,0,0,NA,AM Center
10.5.ACRU.2,1287,2022,9/12/2022,10,5,ACRU,2,D,,NA,NA,Removed,2022.10.5.ACRU.2,10.5,2022.10.5.ACRU,24.5,4.9,U,0,27.1,5/17/2021,AM,Cut,0.49,16.1,NA,3.016912523,NA,0,0,1,AM.s,___________,10,ACRU,AM,AM,5,2,10_5 ACRU_2,Center,5,Edge,1.026485131,10_5,10_5.Edge.ACRU,16.9651096,AM,0,27.1,AM Edge,10.5.ACRU.2,0,0,NA,AM Edge
10.5.ACRU.20,1305,2022,9/12/2022,10,5,ACRU,20,L,H1,104.5,9.2,,2022.10.5.ACRU.20,10.5,2022.10.5.ACRU,18,4.1,U,0,19.1,5/17/2021,AM,Cut,0.49,16.1,45.36244123,1.55183196,2.721155855,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,20,10_5 ACRU_20,Edge,5,Edge,1.026485131,10_5,10_5.Edge.ACRU,16.9651096,AM,1,19.1,AM Edge,10.5.ACRU.20,0,0,480.5555556,AM Edge
10.5.ACRU.20,1305,2022,9/12/2022,10,5,ACRU,20,L,H1,104.5,9.2,,2022.10.5.ACRU.20,10.5,2022.10.5.ACRU,18,4.1,U,0,19.1,5/17/2021,AM,Cut,0.49,16.1,45.36244123,1.55183196,2.721155855,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,20,10_5 ACRU_20,Edge,5,Center,2.293890203,10_5,10_5.Center.ACRU,4.932514466,AM,1,19.1,AM Center,10.5.ACRU.20,0,0,480.5555556,AM Center
10.5.ACRU.20,20,2021,8/23/2021,10,5,ACRU,20,L,HI2 ,37.5,6.5,,2021.10.5.ACRU.20,10.5,2021.10.5.ACRU,18,4.1,U,0,19.1,5/17/2021,AM,Cut,0.49,3.266666667,8.12573125,1.55183196,2.01241815,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,20,10_5 ACRU_20,Edge,5,Edge,1.026485131,10_5,10_5.Edge.ACRU,16.9651096,AM,1,19.1,AM Edge,10.5.ACRU.20,0,0,108.3333333,AM Edge
10.5.ACRU.20,20,2021,8/23/2021,10,5,ACRU,20,L,HI2 ,37.5,6.5,,2021.10.5.ACRU.20,10.5,2021.10.5.ACRU,18,4.1,U,0,19.1,5/17/2021,AM,Cut,0.49,3.266666667,8.12573125,1.55183196,2.01241815,1,1,1,AM.s,____________,10,ACRU,AM,AM,5,20,10_5 ACRU_20,Edge,5,Center,2.293890203,10_5,10_5.Center.ACRU,4.932514466,AM,1,19.1,AM Center,10.5.ACRU.20,0,0,108.3333333,AM Center
10.5.ACRU.4,1289,2022,9/12/2022,10,5,ACRU,4,L,H1,50,7.1,,2022.10.5.ACRU.4,10.5,2022.10.5.ACRU,25.5,4.5,U,0,29.8,5/17/2021,AM,Cut,0.49,16.1,12.92680433,2.64831525,0.638415471,1,1,1,AM.s,___________,10,ACRU,AM,AM,5,4,10_5 ACRU_4,Center,5,Edge,1.026485131,10_5,10_5.Edge.ACRU,16.9651096,AM,1,29.8,AM Edge,10.5.ACRU.4,0,0,96.07843137,AM Edge
10.5.ACRU.4,1289,2022,9/12/2022,10,5,ACRU,4,L,H1,50,7.1,,2022.10.5.ACRU.4,10.5,2022.10.5.ACRU,25.5,4.5,U,0,29.8,5/17/2021,AM,Cut,0.49,16.1,12.92680433,2.64831525,0.638415471,1,1,1,AM.s,___________,10,ACRU,AM,AM,5,4,10_5 ACRU_4,Center,5,Center,2.293890203,10_5,10_5.Center.ACRU,4.932514466,AM,1,29.8,AM Center,10.5.ACRU.4,0,0,96.07843137,AM Center
10.5.ACRU.4,4,2021,8/23/2021,10,5,ACRU,4,L,0,29.5,6.5,,2021.10.5.ACRU.4,10.5,2021.10.5.ACRU,25.5,4.5,U,0,29.8,5/17/2021,AM,Cut,0.49,3.266666667,6.392241917,2.64831525,1.1461,1,1,1,AM.s,___________,10,ACRU,AM,AM,5,4,10_5 ACRU_4,Center,5,Edge,1.026485131,10_5,10_5.Edge.ACRU,16.9651096,AM,1,29.8,AM Edge,10.5.ACRU.4,0,0,15.68627451,AM Edge
10.5.ACRU.4,4,2021,8/23/2021,10,5,ACRU,4,L,0,29.5,6.5,,2021.10.5.ACRU.4,10.5,2021.10.5.ACRU,25.5,4.5,U,0,29.8,5/17/2021,AM,Cut,0.49,3.266666667,6.392241917,2.64831525,1.1461,1,1,1,AM.s,___________,10,ACRU,AM,AM,5,4,10_5 ACRU_4,Center,5,Center,2.293890203,10_5,10_5.Center.ACRU,4.932514466,AM,1,29.8,AM Center,10.5.ACRU.4,0,0,15.68627451,AM Center
10.5.ACRU.5,5,2021,8/23/2021,10,5,ACRU,5,L,HI1 ,72,5.2,,2021.10.5.ACRU.5,10.5,2021.10.5.ACRU,17,3.7,U,0,22.3,5/17/2021,AM,Cut,0.49,3.266666667,9.98489856,1.193594593,2.6912155,1,1,1,AM.s,___________,10,ACRU,AM,AM,5,5,10_5 ACRU_5,Edge,5,Center,2.293890203,10_5,10_5.Center.ACRU,4.932514466,AM,1,22.3,AM Center,10.5.ACRU.5,0,0,323.5294118,AM Center
