Unit,Plot,Species,myc.species. type,myc.legacy.type,Num.,Tag ID,Survival,Prox
14,6,CACO,EcM,EcM,4,14_6 CACO_4,1,Edge
14,6,CACO,EcM,EcM,5,14_6 CACO_5,1,Center
14,6,CACO,EcM,EcM,6,14_6 CACO_6,1,Center
14,6,CACO,EcM,EcM,7,14_6 CACO_7,1,Edge
14,6,CACO,EcM,EcM,8,14_6 CACO_8,1,Edge
14,6,CACO,EcM,EcM,9,14_6 CACO_9,0,Center
14,6,CACO,EcM,EcM,10,14_6 CACO_10,1,Edge
14,6,CACO,EcM,EcM,11,14_6 CACO_11,1,Edge
14,6,CACO,EcM,EcM,12,14_6 CACO_12,1,Edge
14,6,CACO,EcM,EcM,13,14_6 CACO_13,1,Edge
14,6,CACO,EcM,EcM,15,14_6 CACO_15,1,Center
14,6,CACO,EcM,EcM,17,14_6 CACO_17,1,Center
14,6,CACO,EcM,EcM,18,14_6 CACO_18,1,Center
14,6,CACO,EcM,EcM,19,14_6 CACO_19,1,Edge
14,6,CACO,EcM,EcM,20,14_6 CACO_20,1,Edge
14,6,QURU,EcM,EcM,2,14_6 QURU_2,1,Edge
14,6,QURU,EcM,EcM,4,14_6 QURU_4,1,Edge
14,6,QURU,EcM,EcM,5,14_6 QURU_5,1,Edge
14,6,QURU,EcM,EcM,6,14_6 QURU_6,1,Center
14,6,QURU,EcM,EcM,7,14_6 QURU_7,1,Edge
14,6,QURU,EcM,EcM,8,14_6 QURU_8,1,Center
14,6,QURU,EcM,EcM,9,14_6 QURU_9,1,Edge
14,6,QURU,EcM,EcM,10,14_6 QURU_10,1,Edge
14,6,QURU,EcM,EcM,11,14_6 QURU_11,1,Edge
14,6,QURU,EcM,EcM,12,14_6 QURU_12,1,Center
14,6,QURU,EcM,EcM,14,14_6 QURU_14,1,Edge
14,6,QURU,EcM,EcM,15,14_6 QURU_15,1,Center
14,6,QURU,EcM,EcM,17,14_6 QURU_17,1,Edge
14,6,QURU,EcM,EcM,18,14_6 QURU_18,1,Edge
14,6,QURU,EcM,EcM,19,14_6 QURU_19,1,Center
14,6,TIAM,EcM,EcM,1,14_6 TIAM_1,1,Edge
14,6,TIAM,EcM,EcM,3,14_6 TIAM_3,1,Edge
14,6,TIAM,EcM,EcM,4,14_6 TIAM_4,1,Center
14,6,TIAM,EcM,EcM,5,14_6 TIAM_5,1,Edge
14,6,TIAM,EcM,EcM,6,14_6 TIAM_6,1,Center
14,6,TIAM,EcM,EcM,7,14_6 TIAM_7,1,Center
14,6,TIAM,EcM,EcM,8,14_6 TIAM_8,1,Edge
14,6,TIAM,EcM,EcM,9,14_6 TIAM_9,1,Center
14,6,TIAM,EcM,EcM,10,14_6 TIAM_10,1,Center
14,6,TIAM,EcM,EcM,11,14_6 TIAM_11,1,Edge
14,6,TIAM,EcM,EcM,13,14_6 TIAM_13,1,Center
14,6,TIAM,EcM,EcM,15,14_6 TIAM_15,1,Edge
14,6,TIAM,EcM,EcM,17,14_6 TIAM_17,1,Center
14,6,TIAM,EcM,EcM,18,14_6 TIAM_18,1,Edge
14,6,TIAM,EcM,EcM,20,14_6 TIAM_20,1,Center
14,7,ACRU,AM,EcM,1,14_7 ACRU_1,1,Edge
14,7,ACRU,AM,EcM,3,14_7 ACRU_3,0,Edge
14,7,ACRU,AM,EcM,4,14_7 ACRU_4,1,Edge
14,7,ACRU,AM,EcM,6,14_7 ACRU_6,1,Edge
14,7,ACRU,AM,EcM,7,14_7 ACRU_7,1,Center
14,7,ACRU,AM,EcM,8,14_7 ACRU_8,1,Center
14,7,ACRU,AM,EcM,12,14_7 ACRU_12,1,Edge
14,7,ACRU,AM,EcM,13,14_7 ACRU_13,1,Edge
14,7,ACRU,AM,EcM,14,14_7 ACRU_14,1,Edge
14,7,ACRU,AM,EcM,15,14_7 ACRU_15,1,Edge
14,7,ACRU,AM,EcM,16,14_7 ACRU_16,1,Edge
14,7,ACRU,AM,EcM,17,14_7 ACRU_17,0,Center
14,7,ACRU,AM,EcM,18,14_7 ACRU_18,1,Center
14,7,ACRU,AM,EcM,20,14_7 ACRU_20,1,Center
14,7,ACSA,AM,EcM,1,14_7 ACSA_1,0,Center
14,7,ACSA,AM,EcM,2,14_7 ACSA_2,1,Edge
14,7,ACSA,AM,EcM,3,14_7 ACSA_3,1,Edge
14,7,ACSA,AM,EcM,4,14_7 ACSA_4,1,Edge
14,7,ACSA,AM,EcM,5,14_7 ACSA_5,1,Edge
14,7,ACSA,AM,EcM,6,14_7 ACSA_6,0,Edge
14,7,ACSA,AM,EcM,7,14_7 ACSA_7,1,Edge
14,7,ACSA,AM,EcM,8,14_7 ACSA_8,1,Edge
14,7,ACSA,AM,EcM,10,14_7 ACSA_10,0,Edge
14,7,ACSA,AM,EcM,11,14_7 ACSA_11,1,Edge
14,7,ACSA,AM,EcM,12,14_7 ACSA_12,1,Center
14,7,ACSA,AM,EcM,13,14_7 ACSA_13,1,Center
14,7,ACSA,AM,EcM,14,14_7 ACSA_14,1,Center
14,7,ACSA,AM,EcM,16,14_7 ACSA_16,0,Edge
14,7,ACSA,AM,EcM,18,14_7 ACSA_18,1,Center
14,7,ACSA,AM,EcM,20,14_7 ACSA_20,0,Center
14,7,NYSY,AM,EcM,1,14_7 NYSY_1,0,Edge
14,7,NYSY,AM,EcM,2,14_7 NYSY_2,0,Center
14,7,NYSY,AM,EcM,3,14_7 NYSY_3,0,Center
14,7,NYSY,AM,EcM,4,14_7 NYSY_4,1,Center
14,7,NYSY,AM,EcM,5,14_7 NYSY_5,0,Edge
14,7,NYSY,AM,EcM,6,14_7 NYSY_6,0,Edge
14,7,NYSY,AM,EcM,7,14_7 NYSY_7,0,Center
14,7,NYSY,AM,EcM,8,14_7 NYSY_8,1,Edge
14,7,NYSY,AM,EcM,9,14_7 NYSY_9,0,Edge
14,7,NYSY,AM,EcM,13,14_7 NYSY_13,0,Center
14,7,NYSY,AM,EcM,14,14_7 NYSY_14,0,Edge
14,7,NYSY,AM,EcM,15,14_7 NYSY_15,0,Center
14,7,NYSY,AM,EcM,16,14_7 NYSY_16,0,Center
14,7,NYSY,AM,EcM,17,14_7 NYSY_17,0,Center
14,7,NYSY,AM,EcM,18,14_7 NYSY_18,0,Center
14,7,NYSY,AM,EcM,20,14_7 NYSY_20,0,Center
14,7,PRSE,AM,EcM,1,14_7 PRSE_1,1,Center
14,7,PRSE,AM,EcM,2,14_7 PRSE_2,0,Center
14,7,PRSE,AM,EcM,3,14_7 PRSE_3,1,Center
14,7,PRSE,AM,EcM,5,14_7 PRSE_5,1,Center
14,7,PRSE,AM,EcM,7,14_7 PRSE_7,1,Edge
14,7,PRSE,AM,EcM,8,14_7 PRSE_8,1,Center
14,7,PRSE,AM,EcM,9,14_7 PRSE_9,1,Edge
14,7,PRSE,AM,EcM,10,14_7 PRSE_10,1,Center
14,7,PRSE,AM,EcM,12,14_7 PRSE_12,1,Center
14,7,PRSE,AM,EcM,14,14_7 PRSE_14,1,Center
14,7,PRSE,AM,EcM,15,14_7 PRSE_15,1,Center
14,7,PRSE,AM,EcM,17,14_7 PRSE_17,1,Edge
14,7,PRSE,AM,EcM,18,14_7 PRSE_18,1,Center
14,7,PRSE,AM,EcM,19,14_7 PRSE_19,1,Center
14,7,PRSE,AM,EcM,20,14_7 PRSE_20,1,Center
14,7,BELE,EcM,EcM,3,14_7 BELE_3,0,Center
14,7,BELE,EcM,EcM,4,14_7 BELE_4,0,Edge
14,7,BELE,EcM,EcM,5,14_7 BELE_5,1,Center
14,7,BELE,EcM,EcM,6,14_7 BELE_6,0,Edge
14,7,BELE,EcM,EcM,7,14_7 BELE_7,1,Edge
14,7,BELE,EcM,EcM,10,14_7 BELE_10,0,Edge
14,7,BELE,EcM,EcM,11,14_7 BELE_11,0,Edge
14,7,BELE,EcM,EcM,12,14_7 BELE_12,1,Edge
14,7,BELE,EcM,EcM,15,14_7 BELE_15,1,Center
14,7,BELE,EcM,EcM,16,14_7 BELE_16,0,Edge
14,7,BELE,EcM,EcM,17,14_7 BELE_17,0,Center
14,7,BELE,EcM,EcM,18,14_7 BELE_18,1,Edge
14,7,BELE,EcM,EcM,19,14_7 BELE_19,0,Edge
14,7,BELE,EcM,EcM,20,14_7 BELE_20,0,Center
14,7,CACO,EcM,EcM,1,14_7 CACO_1,1,Center
14,7,CACO,EcM,EcM,2,14_7 CACO_2,1,Center
14,7,CACO,EcM,EcM,3,14_7 CACO_3,0,Edge
14,7,CACO,EcM,EcM,5,14_7 CACO_5,1,Center
14,7,CACO,EcM,EcM,6,14_7 CACO_6,0,Edge
14,7,CACO,EcM,EcM,7,14_7 CACO_7,1,Edge
14,7,CACO,EcM,EcM,8,14_7 CACO_8,1,Edge
14,7,CACO,EcM,EcM,11,14_7 CACO_11,1,Center
14,7,CACO,EcM,EcM,12,14_7 CACO_12,0,Edge
14,7,CACO,EcM,EcM,14,14_7 CACO_14,1,Center
14,7,CACO,EcM,EcM,15,14_7 CACO_15,1,Center
14,7,CACO,EcM,EcM,16,14_7 CACO_16,1,Edge
14,7,CACO,EcM,EcM,17,14_7 CACO_17,1,Center
14,7,CACO,EcM,EcM,18,14_7 CACO_18,1,Center
14,7,CACO,EcM,EcM,19,14_7 CACO_19,1,Edge
14,7,CACO,EcM,EcM,20,14_7 CACO_20,1,Edge
14,7,QURU,EcM,EcM,1,14_7 QURU_1,1,Edge
14,7,QURU,EcM,EcM,3,14_7 QURU_3,1,Edge
14,7,QURU,EcM,EcM,4,14_7 QURU_4,1,Edge
14,7,QURU,EcM,EcM,5,14_7 QURU_5,1,Center
14,7,QURU,EcM,EcM,7,14_7 QURU_7,1,Edge
14,7,QURU,EcM,EcM,9,14_7 QURU_9,1,Center
14,7,QURU,EcM,EcM,11,14_7 QURU_11,1,Edge
14,7,QURU,EcM,EcM,12,14_7 QURU_12,1,Center
14,7,QURU,EcM,EcM,13,14_7 QURU_13,1,Edge
14,7,QURU,EcM,EcM,14,14_7 QURU_14,1,Center
14,7,QURU,EcM,EcM,15,14_7 QURU_15,1,Center
14,7,QURU,EcM,EcM,17,14_7 QURU_17,1,Edge
14,7,QURU,EcM,EcM,19,14_7 QURU_19,1,Edge
14,7,QURU,EcM,EcM,20,14_7 QURU_20,1,Center
14,7,TIAM,EcM,EcM,1,14_7 TIAM_1,0,Edge
14,7,TIAM,EcM,EcM,2,14_7 TIAM_2,1,Edge
14,7,TIAM,EcM,EcM,3,14_7 TIAM_3,1,Edge
14,7,TIAM,EcM,EcM,4,14_7 TIAM_4,1,Edge
14,7,TIAM,EcM,EcM,5,14_7 TIAM_5,1,Edge
14,7,TIAM,EcM,EcM,6,14_7 TIAM_6,1,Edge
14,7,TIAM,EcM,EcM,7,14_7 TIAM_7,1,Edge
14,7,TIAM,EcM,EcM,8,14_7 TIAM_8,1,Center
14,7,TIAM,EcM,EcM,10,14_7 TIAM_10,1,Center
14,7,TIAM,EcM,EcM,11,14_7 TIAM_11,1,Center
14,7,TIAM,EcM,EcM,12,14_7 TIAM_12,0,Edge
14,7,TIAM,EcM,EcM,13,14_7 TIAM_13,1,Center
14,7,TIAM,EcM,EcM,14,14_7 TIAM_14,1,Edge
14,7,TIAM,EcM,EcM,15,14_7 TIAM_15,1,Center
14,7,TIAM,EcM,EcM,16,14_7 TIAM_16,1,Center
14,7,TIAM,EcM,EcM,18,14_7 TIAM_18,0,Edge
